chromosome,position,stringtie_id,remove_st,DTS_checked,WRF_checked,spliced_in_intron,isoseq_hq_id,pinfish_id,isoseq_singleton_id,manual,NCBItxome,PleuroTranscripts,augustus,gene_name,interesting,comment,Timestamp
c6,1509813,B1_LR.4947,,y,,,,,,,,,,,,,
c6,1520261,B1_LR.4948,,y,,,,,,,,,,,,,
c6,1524369,B1_LR.4949,y,y,,,,,PBsin.6246.1,,,,,,,,
c6,1551461,,,y,,,,,,,GHXS01087189.1,,,,,,44064
c6,1559916,,,y,,,,,,,GHXS01071945.1,,,,,,44064
c6,1564090,B1_LR.4950,,y,,,,,,,,,,,,,
c6,1569023,B1_LR.4951,y,y,,,PB.6205.1,,,,,,,,,,
c6,1569646,B1_LR.4952,,y,,,,,,,,,,,,,
c6,1572940,,,y,,,,,PBsin.6250.9,,,,,,,,
c6,1580683,B1_LR.4953,,y,,,,,,,,,,,,,
c6,1589064,B1_LR.4954,,y,,,,,,,,,,,,,
c6,1593632,B1_LR.4955,,y,,,,,,,,,,,,,
c6,1600652,B1_LR.4956,,y,,,,,,,,,,,,,
c6,1603131,B1_LR.4957,,y,,,,,,,,,,,,,
c6,1608169,B1_LR.4958,,y,,,,,,,,,,,,,
c6,1611387,,,y,,,,,PBsin.6254.1,,,,,,,,
c6,1612774,B1_LR.4959,,y,,,,,,,,,,,,,
c6,1618132,B1_LR.4960,,y,,,,,,,,,,,,,
c6,1621449,,,y,,,,,,,GHXS01022804.1,,,,,,44064
c6,1625243,,,y,,,,,PBsin.6256.3,,,,,,,,
c6,1641454,B1_LR.4961,,y,,,,,,,,,,,,,
c6,1652735,B1_LR.4962,,y,,,,,,,,,,,,,
c6,1671127,B1_LR.4963,,y,,,,,,,,,,,,,
c6,1678353,B1_LR.4964,,y,,,,,,,,,,,,,
c6,1689640,,,y,,,,,PBsin.6261.1,,,,,,,,
c6,1694727,B1_LR.4965,y,y,,,,88c0fcd8-d6f7-4063-81e7-7f5e3a2cca31,,,,,,,,,
c6,1697736,B1_LR.4966,,y,,,,,,,,,,,,,
c6,1715128,B1_LR.4967,,y,,,,,,,,,,,,,
c6,1733204,,,y,,,PB.6220.2,,,,,,,,,,
c6,1733204,B1_LR.4968,,y,,,,,,,,,,,,,
c6,1738214,,,y,,,,827b0ef2-d118-4bd0-9c76-8fbdd6e30bfc,,,,,,,,,
c6,1738783,B1_LR.4969,,y,,,,,,,,,,,,,
c6,1740186,B1_LR.4970,y,y,,,,822d1822-753a-428f-aed0-f1f9dfd46e0d,,,,,,,,,
c6,1740813,B1_LR.4971,y,y,,,PB.6221.1,,,,,,,,,,
c6,1742805,,,y,,,PB.6220.8,,,,,,,,,,
c6,1744392,,,y,,,,,PBsin.6264.13,,,,,,,,
c6,1744392,B1_LR.4972,y,y,,,,,,,,,,,,,
c6,1744878,,,y,,,"PB.6220.9, PB.6220.10, PB.6220.11",,,,,,,,,,
c6,1748849,,,y,,,,,PBsin.6264.23,,,,,,,,
c6,1755697,,,y,,,PB.6220.13,,,,,,,,,,
c6,1758547,,,y,,,PB.6220.14,,,,,,,,,,
c6,1758547,B1_LR.4973,y,y,,,,,,,,,,,,,
c6,1760551,B1_LR.4974,,y,,,,,,,,,,,,,
c6,1764323,,,y,,,PB.6220.16,,,,,,,,,,
c6,1770232,B1_LR.4975,,y,,,,,,,,,,,,,
c6,1773469,B1_LR.4976,,y,,,,,,,,,,,,,
c6,1792351,B1_LR.4977,,y,,,,,,,,,,,,,
c6,1801866,B1_LR.4978,,y,,,,,,,,,,,,,
c6,1804383,,,y,,,,,,,,C4301247_gene_18464Marineland,,,,,44064
c6,1810762,B1_LR.4979,,y,,,,,,,,,,,,,
c6,1817998,B1_LR.4980,y,y,,,PB.6226.1,,,,,,,,,,
c6,1821454,,,y,,,PB.6227.1,,,,,,,,,,
c6,1822132,B1_LR.4981,,y,,,,,,,,,,,,,
c6,1826936,B1_LR.4982,y,y,,,PB.6230.5,,,,,,,,,,
c6,1835257,,,y,,,,,,,,scaffold18804_1_size884_gene_44401Barcelona,,,,,44064
c6,1840365,,,y,,,"PB.6230.30, PB.6230.88, PB.6230.28, PB.6230.78, PB.6230.34, PB.6230.79, PB.6230.35, PB.6230.43, PB.6230.47",,,,,,,,,,
c6,1852750,B1_LR.4983,,y,,,,,,,,,,,,,
c6,1859314,B1_LR.4984,,y,,,,,,,,,,,,,
c6,1860803,,,y,,,,,,,GHXS01112854.1,,,,,,44064
c6,1871405,,,y,,,,,PBsin.6276.1,,,,,,,,
c6,1875355,B1_LR.4985,,y,,,,,,,,,,,,,
c6,1876963,B1_LR.4986,,y,,,,,,,,,,,,,
c6,1880419,B1_LR.4987,,y,,,,,,,,,,,,,
c6,1884141,B1_LR.4988,,y,,,PB.6236.1,,,,,,,,,,
c6,1888248,B1_LR.4989,,y,,,,,,,,,,,,,
c6,1900106,,,y,,,,,,,,scaffold19488_1_size843_gene_45147Barcelona,,,,,44064
c6,1919370,B1_LR.4990,,y,,,,,,,,,,,,,
c6,1936443,B1_LR.4991,,y,,,,,,,,,,,,,
c6,1938700,B1_LR.4992,y,y,,,PB.6240.2,75da12da-ff6d-40ec-8647-39a4c8134a07,,,,,,,,,
c6,1938700,B1_LR.4993,y,y,,,,,,,,,,,,,
c6,1944916,B1_LR.4994,,y,,,,,,,,,,,,,
c6,1956077,B1_LR.4995,,y,,,,,,,,,,,,,
c6,1960945,,,y,,,,a20e100f-5da1-4118-8fc7-483e89320fa5,,,,,,,,,
c6,1973622,,,y,,,,,,,,scaffold178_1_size86402_gene_1833Barcelona,,,,,44064
c6,1985418,,,y,,,,,,,,scaffold1545_1_size21338_gene_12602Barcelona,,,,,44064
c6,1996027,B1_LR.4996,y,y,,,,,"PBsin.6285.32, PBsin.6285.40, PBsin.6285.43",,,,,,,,
c6,2002775,B1_LR.4997,y,y,,,PB.6243.1,,,,,,,,,,
c6,2004398,,,y,,,"PB.6243.4, PB.6243.13, PB.6243.14, PB.6243.9, PB.6243.6, PB.6243.10, PB.6243.5",,,,,,,,,,
c6,2021799,B1_LR.4998,,y,,,,,,,,,,Cupin-8 domain protein,,,
c6,2028506,B1_LR.4999,y,y,,,PB.6245.1,,,,,,,Conserved ctenophore ankyrin protein 1,,,
c6,2030853,,,y,,,PB.6246.1,,,,,,,Conserved ctenophore ankyrin protein 2,,,
c6,2033924,B1_LR.5000,,y,,,,,,,,,,,,,
c6,2043050,B1_LR.5001,,y,,,,,,,,,,,,,
c6,2045825,B1_LR.5002,,y,,,,,,,,,,,,,
c6,2064340,,,y,,,PB.6252.1,,,,,,,,,,
c6,2065910,B1_LR.5003,,y,,,,,,,,,,,,,
c6,2068347,B1_LR.5004,y,y,,,PB.6253,,,,,,,,,,
c6,2070782,,,y,,,PB.6254,,,,,,,,,,
c6,2072702,B1_LR.5005,,y,,,,,,,,,,,,,
c6,2075482,B1_LR.5006,,y,,,,,,,,,,,,,
c6,2080534,B1_LR.5007,,y,,,,,,,,,,,,,
c6,2083032,B1_LR.5008,,y,,,,,,,,,,,,,
c6,2088658,B1_LR.5009,,y,,,,,,,,,,,,,
c6,2096375,B1_LR.5010,,y,,,,,,,,,,,,,
c6,2103110,B1_LR.5011,y,y,,,PB.6260.1,,,,,,,,,,
c6,2120797,,,y,,,,,PBsin.6302.37,,,,,,,,
c6,2125462,B1_LR.5012,,y,,,,,,,,,,,,,
c6,2132886,B1_LR.5013,,y,,,,,,,,,,,,,
c6,2136403,B1_LR.5014,,y,,,,,,,,,,,,,
c6,2138123,B1_LR.5015,,y,,,,,,,,,,,,,
c6,2159495,,,y,,,,,PBsin.6302.54,,,,,,,,
c6,2162622,,,y,,,,,PBsin.6298.1,,,,,,,,
c6,2177844,B1_LR.5016,,y,,,,,,,,,,,,,
c6,2183257,B1_LR.5017,,y,,,,,,,,,,,,,
c6,2193300,B1_LR.5018,,y,,,,,,,,,,,,,
c6,2213461,,,y,,,,,,,GHXS01029787.1,,,,,,44064
c6,2218377,,,y,,,,,PBsin.6303.1,,,,,,,,
c6,2221288,,,y,,,,,PBsin.6304.3,,,,,,,,
c6,2223725,,,y,,,PB.6269.1,,,,,,,,,,
c6,2224804,B1_LR.5019,,y,,,,,,,,,,,,,
c6,2229524,,,y,,,,3ba8bda4-b456-4300-8d7f-ce293a4c3a53,,,,,,,,,
c6,2231356,,,y,,,PB.6271.1,,,,,,,,,,
c6,2233350,B1_LR.5020,y,y,,,PB.6272.1,,,,,,,,,,
c6,2234216,B1_LR.5021,,y,,,,,,,,,,,,,
c6,2236773,B1_LR.5022,,y,,,,,,,,,,,,,
c6,2238165,B1_LR.5023,,y,,,,,,,,,,,,,
c6,2245224,B1_LR.5024,,y,,,,,,,,,,,,,
c6,2246540,,,y,,,,,,,GHXS01042415.1,,,,,,44064
c6,2260172,B1_LR.5025,,y,,,,,,,,,,,,,
c6,2264639,B1_LR.5026,,y,,,,,,,,,,,,,
c6,2267255,B1_LR.5027,,y,,,,,,,,,,,,,
c6,2277188,B1_LR.5028,,y,,,,,,,,,,,,,
c6,2277188,B1_LR.5029,y,y,,,,,,,,,,,,fused in stringtie,
c6,2280366,,,y,,,,,,,GHXS01052557.1,,,,,,44064
c6,2300735,B1_LR.5029.1,,y,,,,,,,,,,,,,
c6,2305799,,,y,,,PB.6280.12,,,,,,,,,,
c6,2311274,,,y,,,PB.6281,,,,,,,,,,
c6,2314264,B1_LR.5030,y,y,,,PB.6282,,,,,,,,,fused in stringtie,
c6,2315893,,,y,,,PB.6283,,,,,,,,,,
c6,2318126,B1_LR.5031,,y,,,,,,,,,,,,,
c6,2326736,B1_LR.5032,,y,,,,,,,,,,,,,
c6,2342079,B1_LR.5033,,y,,,,,,,,,,,,,
c6,2348300,B1_LR.5034,,y,,,,,,,,,,,,,
c6,2354879,,,y,,,,,,,GHXS01028564.1,,,,,,44064
c6,2357585,B1_LR.5035,,y,,,,,,,,,,,,,
c6,2370701,B1_LR.5036,,y,,,,,,,,,,,,,
c6,2412741,B1_LR.5037,,y,,,,,,,,,,,,,
c6,2418266,B1_LR.5038,,y,,,,,,,,,,,,,
c6,2433103,,,y,,,,,PBsin.6324.1,,,,,,,,
c6,2439055,,,y,,,,,PBsin.6325.1,,,,,,,,
c6,2444848,B1_LR.5039,,y,,,,,,,,,,,,,
c6,2453093,B1_LR.5040,,y,,,,,,,,,,,,,
c6,2461370,B1_LR.5041,,y,,,,,,,,,,,,,
c6,2470022,B1_LR.5042,y,y,,,PB.6295.1,,,,,,,,,,
c6,2475483,B1_LR.5043,,y,,,,640beb24-1841-4cc6-a22b-40ca67b71bcc,,,,,,,,FORWARD STRAND,
c6,2481122,,,y,,,,,,,GHXS01065169.1,,,,,,44064
c6,2486858,B1_LR.5044,,y,,,,,,,,,,,,,
c6,2496461,,,y,,,PB.6297.1,,,,,,,,,,
c6,2498219,B1_LR.5045,,y,,,,,,,,,,,,,
c6,2506581,B1_LR.5046,,y,,,,,,,,,,,,,
c6,2520685,B1_LR.5047,,y,,,,,,,,,,,,,
c6,2527496,B1_LR.5048,,y,,,PB.6301.1,,,,,,,,,,
c6,2531237,B1_LR.5049,,y,,,,,,,,,,,,,
c6,2544308,B1_LR.5050,,y,,,,,,,,,,,,,
c6,2552099,,,y,,,,fb380b7d-f3be-40d5-aaea-e96c2f39f993,,,,,,,,,
c6,2552449,,,y,,,,,,,GHXS01068656.1,,,,,,44064
c6,2555480,B1_LR.5051,y,y,,,,,PBsin.6338.1,,,,,,,,
c6,2560749,B1_LR.5052,,y,,,,,,,,,,,,,
c6,2563349,B1_LR.5053,,y,,,,,,,,,,,,,
c6,2568623,B1_LR.5054,,y,,,,,,,,,,,,,
c6,2571422,B1_LR.5055,,y,,,,,,,,,,,,,
c6,2572181,,,y,,,PB.6308.1,,,,,,,,,,
c6,2573938,,,y,,,,,,,GHXS01099012.1,,,,,,44064
c6,2586963,B1_LR.5056,,y,,,,,,,,,,,,,
c6,2589026,B1_LR.5057,,y,,,,,,,,,,,,,
c6,2603755,B1_LR.5058,,y,,,,,,,,,,,,,
c6,2615145,,,y,,,,,,,,scaffold17564_1_size964_gene_43000Barcelona,,,,,44064
c6,2616917,,,y,,,,,,,GHXS01000118.1,,,,,,44064
c6,2621858,,,y,,,,,PBsin.6347.1,,,,,,,,
c6,2623489,B1_LR.5059,,y,,,,,,,,,,,,,
c6,2630809,,,y,,,,,PBsin.6349.1,,,,,,,,
c6,2633732,B1_LR.5060,,y,,,,,,,,,,,,,
c6,2648766,,,y,,,,,,,GHXS01021945.1,,,,,,44064
c6,2650229,B1_LR.5061,,y,,,,,,,,,,,,,
c6,2661722,B1_LR.5062,,y,,,,,,,,,,,,,
c6,2663262,B1_LR.5063,y,y,,,PB.6314.1,,,,,,,,,,
c6,2666693,B1_LR.5064,,y,,,,,,,,,,,,,
c6,2669343,B1_LR.5065,,y,,,,,,,,,,,,,
c6,2678993,,,y,y,,,,PBsin.6357,,,,,,possible 2OG-oxygenase,read m64069_191014_095439/172819530/ccs,
c6,2681164,,,y,,,,,,,,scaffold3978_1_size8640_gene_21726Barcelona,,,,,44064
c6,2683438,B1_LR.5066,,y,,,,,,,,,,,,,
c6,2687860,,,y,,,,,,,GHXS01035951.1,,,,,,44064
c6,2692932,B1_LR.5067,,y,,,,,,,,,,,,,
c6,2696226,,,y,,,PB.6318.11,,,,,,,,,,
c6,2702748,B1_LR.5068,y,y,,,PB.6317.1,,,,,,,,,,
c6,2705100,B1_LR.5069,,y,,,,,,,,,,,,,
c6,2712260,,,y,,,PB.6318.27,,,,,,,,,,
c6,2713620,B1_LR.5070,y,y,,,PB.6318.28,,,,,,,,,,
c6,2717745,,,y,,,"PB.6318.30, PB.6318.32",,,,,,,,,,
c6,2723489,B1_LR.5071,,y,,,,,,,,,,,,,
c6,2723489,B1_LR.5072,y,y,,,,,,,,,,,,,
c6,2728801,,,y,,,,874f4145-cacc-4325-a453-91057ac24999,,,,,,,,,
c6,2730145,,,y,,,,d17c43e3-e53f-49f6-965e-571ea33f07ca,,,,,,,,,
c6,2743104,,,y,,,PB.6320.1,,,,,,,,,,
c6,2743204,B1_LR.5073,,y,,,,,,,,,,,,,
c6,2754168,B1_LR.5074,,y,,,,,,,,,,,,,
c6,2768204,B1_LR.5075,,y,,,,,,,,,,,,,
c6,2775197,B1_LR.5076,,y,,,,,,,,,,,,,
c6,2778601,B1_LR.5077,,y,,,,,,,,,,,,,
c6,2788436,B1_LR.5078,,y,,,,,,,,,,,,,
c6,2796195,B1_LR.5079,,y,,,,,,,,,,,,,
c6,2800560,B1_LR.5080,,y,,,,3acbb51c-93b2-468b-87ae-95485a34f013,,,,,,,,,
c6,2804955,B1_LR.5081,y,y,y,,PB.6327.1,,,,,,,,,,
c6,2808096,B1_LR.5082,,y,,,,,,,,,,,,,
c6,2812104,B1_LR.5083,,y,,,,,,,,,,,,,
c6,2819960,B1_LR.5084,,y,,,,,,,,,,,,,
c6,2828870,B1_LR.5085,,y,,,PB.6330.1,,,,,,,,,,
c6,2832214,B1_LR.5086,,y,,,,,,,,,,,,,
c6,2839040,B1_LR.5087,y,y,,,PB.6331.1,,,,,,,,,fused,
c6,2841216,,,y,,,PB.6332.1,,,,,,,,,,
c6,2842453,B1_LR.5088,,y,,,,,,,,,,,,,
c6,2843732,B1_LR.5089,,y,,,,,,,,,,,,,
c6,2845560,B1_LR.5090,,y,,,,,,,,,,,,,
c6,2871547,B1_LR.5091,y,y,,,PB.6336.42,,,,,,,,,,
c6,2872514,,,y,,,,,,,,scaffold1469_1_size22330_gene_12130Barcelona,,,,,44064
c6,2874970,B1_LR.5092,,y,,,,,,,,,,,,,
c6,2888230,,,y,,,,,,,,C4298373_gene_18125Marineland,,,,,44064
c6,2891543,B1_LR.5093,,y,,,,,,,,,,,,,
c6,2893895,,,y,,,PB.6335.6,,,,,,,,,,
c6,2898504,B1_LR.5094,y,y,,,PB.6335.7,,,,,,,,,no direction,
c6,2924582,B1_LR.5095,,y,,,,,,,,,,,,,
c6,2933694,,,y,,,,,PBsin.6378.3,,,,,,,,
c6,2939142,B1_LR.5096,,y,,,,,,,,,,,,,
c6,2946259,B1_LR.5097,,y,,,,,,,,,,,,,
c6,2952448,B1_LR.5098,,y,,,,,,,,,,,,,
c6,2965325,B1_LR.5099,,y,,,,,,,,,,,,,
c6,2975612,B1_LR.5100,,y,,,,,,,,,,,,,
c6,2989607,B1_LR.5101,,y,,,,,,,,,,,,,
c6,2991552,B1_LR.5102,,y,,,,,,,,,,,,,
c6,3005881,B1_LR.5103,,y,,,,,,,,,,,,,
c6,3010645,B1_LR.5104,,y,,,,,,,,,,,,,
c6,3017738,B1_LR.5105,,y,,,,,,,,,,,,,
c6,3040060,B1_LR.5106,,y,,,,,,,,,,,,,
c6,3044597,B1_LR.5107,,y,,,,,,,,,,,,,
c6,3045756,,,y,,,,,PBsin.6388.1,,,,,,,,
c6,3046671,B1_LR.5108,,y,,,,,,,,,,,,,
c6,3059293,B1_LR.5109,,y,,,,,,,,,,,,,
c6,3062029,B1_LR.5110,,y,,,,,PBsin.6391.5,,,,,,,REVERSE STRAND,
c6,3067878,,,y,,,,,PBsin.6390.1,,,,,,,,
c6,3072713,B1_LR.5111,,y,,,,,,,,,,,,,
c6,3074662,B1_LR.5112,,y,,,,,,,,,,,,,
c6,3083578,B1_LR.5113,,y,,,,,,,,,,,,,
c6,3095436,,,y,,,,,,,,scaffold765_1_size37952_gene_7336Barcelona,,,,,44064
c6,3096876,,,y,,,,,,,GHXS01112163.1,,,,,,08/21/2020
c6,3100440,B1_LR.5114,,y,,,,,,,,,,,,,
c6,3102175,,,y,,,PB.6359.22,,,,,,,,,,
c6,3110498,B1_LR.5115,,y,,,,,,,,,,,,,
c6,3117606,B1_LR.5116,,y,,,,,,,,,,,,,
c6,3129337,B1_LR.5117,,y,,,,,,,,,,,,,
c6,3140619,B1_LR.5118,y,y,,,,,PBsin.6404.58,,,,,,,,
c6,3140619,B1_LR.5119,y,y,,,,,,,,,,,,,
c6,3143766,B1_LR.5119.1,,y,,,,,,,,,,,,,
c6,3144969,,,y,,,,,PBsin.6397.1,,,,,,,,
c6,3154356,B1_LR.5120,,y,,,,,,,,,,,,,
c6,3158512,,,y,,,,,,,GHXS01100998.1,,,,,,44064
c6,3164162,B1_LR.5121,,y,,,,,,,,,,,,,
c6,3165621,,,y,,,,,PBsin.6399.1,,,,,,,,
c6,3176409,,,y,,,,,,,,scaffold3634_1_size9476_gene_20762Barcelona,,,,,44064
c6,3180978,B1_LR.5122,,y,,,,,,,,,,,,,
c6,3185739,,,y,,,,,,,,scaffold6268_1_size5086_gene_27173Barcelona,,,,,44064
c6,3188422,B1_LR.5123,,y,,,,,,,,,,,,,
c6,3193653,,,y,,,,,,,,scaffold300_1_size65296_gene_3203Barcelona,,,,,44064
c6,3195343,B1_LR.5124,,y,,,,,,,,,,,,,
c6,3199259,B1_LR.5125,,y,,,,,,,,,,,,,
c6,3201343,B1_LR.5126,,y,,,,,,,,,,,,,
c6,3201343,B1_LR.5127,y,y,,,,,,,,,,,,,
c6,3210423,B1_LR.5127.1,,y,,,,,,,,,,,,,
c6,3214687,,,y,,,,,,,GHXS01056442.1,,,,,,44064
c6,3223774,B1_LR.5128,,y,,,,,,,,,,,,,
c6,3224120,B1_LR.5127.2,,y,,,,,,,,,,,,,
c6,3246277,B1_LR.5129,,y,,,,,,,,,,,,,
c6,3268797,B1_LR.5130,,y,,,,,,,,,,,,,
c6,3273085,,,y,,,,bfdc5e5b-afe0-4690-937f-aaa1c60de216,,,,,,,,,
c6,3273085,B1_LR.5131,y,y,,,,,,,,,,,,,
c6,3287999,"B1_LR.5131.1, B1_LR.5131.2",,y,,,,,,,,,,,,,
c6,3306682,B1_LR.5132,,y,,,,,,,,,,,,,
c6,3315074,,,y,,,,a945defb-8d21-4b78-95c3-9880a650f892,,,,,,,,,
c6,3319534,B1_LR.5133,,y,,,,,,,,,,,,,
c6,3327733,,,y,,,PB.6364.16,,,,,,,,,,
c6,3329573,,,y,,,PB.6364.17,,,,,,,,,,
c6,3332892,B1_LR.5134,,y,,,,,,,,,,,,,
c6,3333509,,,y,,,PB.6362.1,,,,,,,,,,
c6,3339121,,,y,,,,,PBsin.6403.4,,,,,,,,
c6,3342547,B1_LR.5135,,y,,,,,,,,,,,,,
c6,3345232,B1_LR.5131.3,,y,,,,,,,,,,,,,
c6,3349830,B1_LR.5136,,y,,,,,,,,,,,,,
c6,3352890,,,y,,,,baacfac4-cf8c-4df9-bba8-3daec1d39d2a,,,,,,,,,
c6,3354927,B1_LR.5137,,y,,,,,,,,,,,,,
c6,3362051,B1_LR.5138,,y,,,,,,,,,,,,,
c6,3362051,B1_LR.5139,y,y,,,,,,,,,,,,,
c6,3365356,,,y,,,PB.6367,,,,,,,,,,
c6,3369513,,,y,,,,,PBsin.6408.4,,,,,,,,
c6,3370171,,,y,,,PB.6368.2,,,,,,,,,,
c6,3377890,,,y,,,,,PBsin.6409.1,,,,,,,,
c6,3382921,B1_LR.5140,,y,,,,,,,,,,,,,
c6,3395741,B1_LR.5141,,y,,,,,,,,,,,,,
c6,3402040,B1_LR.5142,,y,,,,,,,,,,,,,
c6,3407061,,,y,,,,,,,GHXS01080693.1,,,,,,44064
c6,3429292,B1_LR.5143,,y,,,PB.6372.1,,,,,,,,,,
c6,3432362,B1_LR.5144,,y,y,,,,PBsin.6416.2,,,,,,,,
c6,3440597,B1_LR.5145,,y,,,,,,,,,,,,,
c6,3460122,B1_LR.5146,,y,,,,,,,,,,,,,
c6,3468070,B1_LR.5147,,y,,,,,,,,,,,,,
c6,3473570,B1_LR.5148,,y,,,,,,,,,,,,,
c6,3477918,B1_LR.5149,,y,,,,,,,,,,,,,
c6,3481581,B1_LR.5150,y,y,,,,,"PBsin.6416.15, PBsin.6416.19, PBsin.6416.21, PBsin.6416.16, PBsin.6416.17, PBsin.6416.20, PBsin.6416.18, PBsin.6416.22",,,,,,,,
c6,3491547,B1_LR.5151,,y,,,PB.6381.1,,,,,,,,,,
c6,3494444,B1_LR.5152,,y,,,,,,,,,,,,,
c6,3503505,B1_LR.5153,,y,,,,,,,,,,,,,
c6,3520867,,,y,,,,,PBsin.6418.1,,,,,,,,
c6,3525676,B1_LR.5154,,y,,,,,,,,,,,,,
c6,3528615,B1_LR.5155,,y,,,,,,,,,,,,,
c6,3529638,B1_LR.5156,,y,,,,,,,,,,,,,
c6,3541375,B1_LR.5157,,y,,,,,,,,,,,,,
c6,3556514,,,y,,,,,,,,scaffold491_1_size50099_gene_5056Barcelona,,,,,44064
c6,3561469,B1_LR.5158,,y,,,,,,,,,,,,,
c6,3564482,B1_LR.5159,,y,,,,,,,,,,,,,
c6,3570362,B1_LR.5160,,y,,,,,,,,,,,,,
c6,3572472,B1_LR.5161,,y,,,,,,,,,,,,,
c6,3583410,B1_LR.5162,y,y,,,,,"PBsin.6425.4, PBsin.6425.5, PBsin.6425.9, PBsin.6425.6",,,,,,,,
c6,3592306,B1_LR.5163,,y,,,,,,,,,,,,,
c6,3595093,B1_LR.5164,,y,,,,,,,,,,,,,
c6,3598750,B1_LR.5165,,y,,,,,,,,,,,,,
c6,3602603,B1_LR.5166,,y,,,,,,,,,,,,,
c6,3613443,B1_LR.5167,y,y,,,PB.6397.1,,,,,,,,,,
c6,3615863,B1_LR.5168,y,y,,,PB.6398.1,,,,,,,,,,
c6,3617713,B1_LR.5169,,y,,,PB.6399.6,b5d43c5c-9756-4106-945c-b93dbfa81739,,,,,,,,,
c6,3620361,B1_LR.5170,,y,,,,,,,,,,,,,
c6,3620361,B1_LR.5171,y,y,,,,,,,,,,,,,
c6,3620361,B1_LR.5172,y,y,,,,,,,,,,,,,
c6,3623226,,,y,,,PB.6401.3,,,,,,,,,,
c6,3625363,,,y,,,PB.6401.6,,,,,,,,,,
c6,3629119,,,y,,,,,"PBsin.6428.61, PBsin.6428.63",,,,,,,,
c6,3637212,B1_LR.5173,,y,,,PB.6403.2,,,,,,,,,REVERSE STRAND,
c6,3638074,,,y,,,PB.6402.1,,,,,,,,,FORWARD STRAND,
c6,3641307,B1_LR.5174,,y,,,,,,,,,,,,,
c6,3647828,B1_LR.5175,,y,,,,,,,,,,,,,
c6,3654733,B1_LR.5176,,y,,,,,,,,,,,,,
c6,3657452,,,y,,,,99ff0915-3157-4010-84a0-5e038acdaaa9,,,,,,,,,
c6,3662764,B1_LR.5177,,y,,,PB.6408.1,,,,,,,,,,
c6,3664117,B1_LR.5178,,y,,,,,,,,,,,,,
c6,3667254,B1_LR.5179,y,y,,,PB.6410,,,,,,,,,,
c6,3669497,B1_LR.5180,y,y,,,PB.6411,,,,,,,,,,
c6,3672090,,,y,,,,,,,GHXS01027366.1,,,,,,44064
c6,3673024,B1_LR.5181,,y,,,,,,,,,,,,,
c6,3685097,B1_LR.5182,,y,,,,,,,,,,,,,
c6,3687703,B1_LR.5183,,y,,,PB.6413.1,,,,,,,,,,
c6,3713805,B1_LR.5184,,y,,,,,,,,,,,,,
c6,3714483,B1_LR.5185,,y,,,,,,,,,,,,,
c6,3731886,,,y,,,,,,,,scaffold1491_1_size22022_gene_12265Barcelona,,,,,44064
c6,3753275,B1_LR.5186,y,y,,,PB.6416.1,,,,,,,,,,
c6,3754646,B1_LR.5187,,y,,,,,,,,,,,,,
c6,3766616,,,y,,,,,PBsin.6425.31,,,,,,,,
c6,3773942,,,y,,,,,PBsin.6425.32,,,,,,,,
c6,3777847,B1_LR.5188,,y,,,,,,,,,,,,,
c6,3782027,B1_LR.5189,,y,,,,,,,,,,,,,
c6,3782027,B1_LR.5190,y,y,,,,,,,,,,,,,
c6,3785714,,,y,,,,f0bb5e73-33eb-4f86-80d3-1ced0eac9159,,,,,,,,,
c6,3785889,,,y,,,,53f6bfe3-8401-4b5b-8473-27e7c8822deb,,,,,,,,,
c6,3789451,,,y,,,PB.6420.1,,,,,,,,,,
c6,3790378,B1_LR.5191,y,y,y,,PB.6421.1,,,,,,,,,,
c6,3791223,B1_LR.5192,,y,,,,,,,,,,,,,
c6,3797477,B1_LR.5193,,y,,,PB.6423.1,,,,,,,,,,
c6,3798683,,,y,,,,,,,,scaffold302_1_size65029_gene_3152Barcelona,,,,,08/21/2020
c6,3798756,B1_LR.5194,,y,,,,,,,,,,,,,
c6,3798756,B1_LR.5195,y,y,,,,,,,,,,,,fused in stringtie,
c6,3801856,B1_LR.5195.1,,y,,,,,,,,,,,,,
c6,3809816,,,y,,,,4b46797a-896a-48b3-b5df-e2823064364f,,,,,,,,,
c6,3811613,,,y,,,,7dd78cdf-d763-4aa8-8500-942794eb2d7c,,,,,,,,,
c6,3814863,B1_LR.5196,,y,,,,,,,,,,,,,
c6,3831609,B1_LR.5197,y,y,y,,,,,GHXS01066962.1_mod,,,,Dynein heavy chain 9-11-17,,44058.41389,43954.24306
c6,3831609,B1_LR.5198,y,y,y,,,,,,,,,,,split,
c6,3860034,B1_LR.5199,,y,,,PB.6430.2,,,,,,,,,,
c6,3861283,B1_LR.5200,,y,,,,,,,,,,,,,
c6,3866694,,,y,,,PB.6431.4,,,,,,,,,,
c6,3871034,B1_LR.5201,,y,,,,,,,,,,,,,
c6,3875467,,,y,,,,,PBsin.6445.1,,,,,,,,
c6,3892957,,,y,,,,,,,GHXS01052186.1,,,,,,08/21/2020
c6,3897942,B1_LR.5202,,y,,,,,,,,,,,,,
c6,3905169,B1_LR.5203,y,y,y,,,ff363f69-6bb7-40e2-a49e-728cc57bc9a2,,,,,,,,FORWARD STRAND,
c6,3909134,B1_LR.5204,,y,,,,,,,,,,,,,
c6,3915874,B1_LR.5205,,y,,,,,,,,,,,,,
c6,3922632,B1_LR.5206,y,y,,,,,PBsin.6449.13,,,,,,,,
