# <don't delete this hash char. this is a comment line.,,,,,ANNOTATIONS HERE - Each column corresponds to one file on github,,,,,,,,,
chromosome,stringtie_id,remove_st,DTS_checked,WRF_checked,spliced_in_intron,isoseq_hq_id,pinfish_id,isoseq_singleton_id,manual,augustus,gene_name,interesting,comment,Timestamp
c10,B1_LR.8386,y,,y,,PB.1312.1,,,,,,,better isoform,
c10,B1_LR.8387,,,y,,,,,,,,,,
c10,B1_LR.8388,,,y,,"PB.1315.4, PB.1315.5, PB.1315.6, PB.1315.7, PB.1315.8, PB.1315.10, PB.1315.11",,,,,,,,
c10,B1_LR.8389,y,,y,,,,,,,,,,
c10,B1_LR.8390,,,y,,,,,,,,,,
c10,B1_LR.8391,,,y,,,,,,,,mutually exclusive exons,likely misassembly,05/02/2020 06:47
c10,B1_LR.8392,,,y,,,,,,,,,,
c10,B1_LR.8393,,,y,,,,,,,,,,
c10,B1_LR.8394,,,y,,,,,,,,,,
c10,B1_LR.8395,,,y,,,,,,,,,,
c10,B1_LR.8396,y,,y,,PB.1322.1,,,,,,,mess,
c10,B1_LR.8397,y,,y,,PB.1321.1,,,,,,,mess,
c10,B1_LR.8398,,,y,,,,,,,,,,
c10,B1_LR.8399,y,,y,,PB.1324.3,,,,,,,long fusion,
c10,,,,y,,,,PBsin.1316.2,,,,,use m64069_191014_095439/162922966/ccs,
c10,B1_LR.8400,,,y,,,,,,,,,,
c10,B1_LR.8401,,,y,,,,,,,,,,
c10,B1_LR.8402,,,y,,,,,,,,,,
c10,B1_LR.8403,,,y,,,,,,,,,,
c10,B1_LR.8404,,,y,,,,,,,,,,
c10,B1_LR.8405,y,,y,,"PB.1328.3, PB.1328.2, PB.1328.1",,,,,,,fusion,
c10,,,,y,,"PB.1329.1, PB.1329.5",,,,,,,fused,
c10,B1_LR.8406,y,,y,,PB.1330.2,,,,,,,first exon fusion,
c10,,,,y,,PB.1331.1,,,,,,,missing,
c10,,,,y,,PB.1332.1,,,,,,,fused,
c10,B1_LR.8407,,,y,,,,,,,,,,
c10,B1_LR.8408,,,y,antisense,,,,,,,,,
c10,,,,y,,PB.1335.1,,,,,,,missing,
c10,,,,y,,PB.1336.1,,,,,,,missing,
c10,,,,y,,PB.1337.1,,,,,,,missing,
c10,B1_LR.8409,,,y,,,,,,,,,FORWARD STRAND,
c10,B1_LR.8410,y,,y,,PB.1338.2,,,,,,,no strand,
c10,B1_LR.8411,,,y,,,,,,,,,,
c10,B1_LR.8412,,,y,,,,,,,,,,
c10,B1_LR.8413,,,y,,,,,,,,,,
c10,B1_LR.8414,,,y,,,,,,,,,,
c10,,,,y,,PB.1343.1,,,,,,,missing,
c10,B1_LR.8415,,,y,,,,,,,,,,
c10,B1_LR.8416,,,y,,,,,,,,,,
c10,B1_LR.8417,,,y,,,,,,,,split in ML2,,
c10,B1_LR.8418,,,y,,,,,,,,,,
c10,B1_LR.8419,y,,y,,,5a84533d-6e41-43e0-9d2e-445d76804441,,,,,,better isoform,
c10,B1_LR.8420,,,y,,,,,,,,,,
c10,B1_LR.8421,y,,y,,,,,,g25336,,possibly incomplete use g25336,,
c10,B1_LR.8422,,,y,,,,,,,,,,
c10,B1_LR.8423,,,y,,,,,,,,,,
c10,B1_LR.8424,,,y,,,,,,,,,,
c10,B1_LR.8425,,,y,,,,,,,,,,
c10,B1_LR.8426,,,y,,,,,,,,,,
c10,B1_LR.8427,y,,y,,PB.1354.1,,,,,,,no strand,
c10,B1_LR.8428,,,y,,,,,,,,,,
c10,B1_LR.8429,,,y,,,,,,,,,,
c10,B1_LR.8430,,,y,,,,,,,,,,
c10,B1_LR.8431,y,,y,,PB.1359,,,,,,,better isoform,
c10,B1_LR.8432,,,y,antisense,,,,,,,,,
c10,B1_LR.8433,y,,y,,,,,,,,,,
c10,B1_LR.8434,,,y,,,,,,,,,,
c10,B1_LR.8435,,,y,,,,,,,,,,
c10,B1_LR.8436,,,y,,,,,,,,,,
c10,B1_LR.8437,,,y,,,,,,,,,,
c10,B1_LR.8438,,,y,,,,,,,,,REVERSE STRAND,
c10,B1_LR.8439,,,y,,,,,,,,,REVERSE STRAND,
c10,B1_LR.8440,y,,y,,PB.1364.9,,,,,,,mismap,
c10,B1_LR.8441,,,y,,,,,,,,,,
c10,B1_LR.8442,,,y,,,,,,,,,,
c10,B1_LR.8443,,,y,,,,,,,,,,
c10,B1_LR.8444,,,y,,,,,,,,,,
c10,B1_LR.8445,y,,y,,PB.1368.2,,,,,,,wrong strand,
c10,B1_LR.8446,y,,y,,,,,,,,,,
c10,B1_LR.8447,y,,y,,PB.1369.1,,,,,,,fusion,
c10,,,,"y
",,"PB.1369.7, PB.1369.9",,,,,,,fused,
c10,B1_LR.8448,,,y,,,,,,,,,,
c10,B1_LR.8449,y,,y,,PB.1370.1,,,,,,,better isoform,
c10,B1_LR.8450,,,y,,,,,,,,,,
c10,B1_LR.8451,,,y,,,,,,,,,,
c10,B1_LR.8452,,,y,,,,,,,,,,
c10,B1_LR.8453,,,y,,,,,,,,,,
c10,B1_LR.8454,,,y,,,,,,,,,,
c10,B1_LR.8455,,,y,,,,,,,,,,
c10,B1_LR.8456,y,,y,,"PB.1379.3, PB.1379.4, PB.1379.5",,,,,,,first exon fusion,
c10,,,,y,,"PB.1379.22, PB.1379.34",,,,,,,first exon fusion,
c10,,,,y,,"PB.1379.35, PB.1379.36",,,,,,,first exon fusion,
c10,B1_LR.8457,,,y,,,,,,,,,,
c10,B1_LR.8458,,,y,,,,,,,,,,
c10,B1_LR.8459,,,y,,,,,,,,,,
c10,B1_LR.8460,,,y,,,,,,,,,,
c10,B1_LR.8461,,,y,,,,,,,,,,
c10,,,,y,,PB.1385.1,,,,,,,missing,
c10,B1_LR.8462,,,y,,,,,,,,,,
c10,B1_LR.8463,,,y,antisense,,,,,,,,,
c10,B1_LR.8464,,,y,,,,,,,,,,
c10,B1_LR.8465,,,y,,,,,,,,,,
c10,B1_LR.8466,,,y,,"PB.1389.4, PB.1389.5",,,,,,,add isoforms,
c10,B1_LR.8467,,,y,,,,,,,,,,
c10,B1_LR.8468,,,y,,,,,,,,,,
c10,B1_LR.8469,,,y,,,,,,,,,,
c10,B1_LR.8470,,,y,,,,,,,,,,
c10,B1_LR.8471,y,,y,,PB.1393.9,,,,,,,mismap,
c10,B1_LR.8472,,,y,,,,,,,,,,
c10,B1_LR.8473,,,y,,,,,,,,,,
c10,B1_LR.8474,,,y,,,,,,,,,,
c10,B1_LR.8475,,,y,,,,,,,,,,
c10,B1_LR.8476,y,,y,,PB.1396.1,,,,,,,no strand,
c10,B1_LR.8477,,,y,,,,,,,,,,
c10,B1_LR.8478,,,y,,,,,,,,,,
c10,B1_LR.8479,y,,y,,PB.1399.1,,,,,,,no strand,
c10,B1_LR.8480,y,,y,,PB.1401.1,,,,,,,run on,
c10,B1_LR.8481,,,y,,,,,,,,,,
c10,B1_LR.8482,,,y,,,,,,,,synteny in ML,,
c10,B1_LR.8483,,,y,antisense,,,,,,,synteny in ML,,
c10,B1_LR.8484,y,,y,,PB.1405.1,,,,,,,better isoform,
c10,B1_LR.8485,,,y,,PB.1406.3,,,,,,,add isoform,
c10,B1_LR.8486,,,y,,,,,,,,,,
c10,B1_LR.8487,,,y,,,,,,,,,,
c10,B1_LR.8488,y,,y,,PB.1408.1,,,,,,,no strand,
c10,,,,y,,PB.1409.1,,,,,,,missing,
c10,B1_LR.8489,,,y,,,,,,,,,,
c10,B1_LR.8490,,,y,,,,,,,,,,
c10,B1_LR.8491,,,y,,,,,,,,,,
c10,B1_LR.8492,,,y,,,,,,,,,,
c10,B1_LR.8493,,,y,,,,,,,,,,
c10,B1_LR.8494,y,,y,,,,,,,,,error,
c10,B1_LR.8495,y,,y,,PB.1416.1,,,,,,,run on,
c10,B1_LR.8496,,,y,,PB.1415.1,,,,,,,add isoform,
c10,B1_LR.8497,,,y,,,,,,,,synteny in ML,,
c10,B1_LR.8498,,,y,antisense,,,,,,,synteny in ML,,
c10,B1_LR.8499,,,y,antisense,,,,,,,,,
c10,B1_LR.8500,,,y,,,,,,,,,,
c10,B1_LR.8501,y,,y,,PB.1419.1,,,,,,,no strand,
c10,B1_LR.8502,y,,y,,PB.1420.1,,,,,,,no strand,
c10,B1_LR.8503,y,,y,,"PB.1421.1, PB.1421.2",,,,,,,fusion,
c10,,,,y,,"PB.1422.1, PB.1422.2",,,,,,,fused,
c10,B1_LR.8504,,,y,,,,,,,,,,
c10,B1_LR.8505,,,y,,,,,,,,,,
c10,B1_LR.8506,,,y,,,,,,,,,,
c10,B1_LR.8507,,,y,,,,,,,,,,
c10,B1_LR.8508,,,y,,,,,,,,,,
c10,B1_LR.8509,,,y,,,,,,,,,,
c10,B1_LR.8510,,,y,,,,,,,,,,
c10,B1_LR.8511,,,y,,,,,,,,,,
c10,B1_LR.8512,,,y,,,,,,,,,,
c10,B1_LR.8513,y,,y,,PB.1431.2,,,,,,,no strand,
c10,B1_LR.8514,,,y,,,,,,,,,,
c10,B1_LR.8515,y,,y,,,,,,,,,low cov,
c10,B1_LR.8516,,,y,,,,,,,,,,
c10,B1_LR.8517,,,y,,,,,,,,synteny in ML,,
c10,B1_LR.8518,,,y,antisense,,,,,,,,,
c10,B1_LR.8519,,,y,antisense,,,,,,,synteny in ML,,
c10,B1_LR.8520,,,y,,,,,,,,,,
c10,B1_LR.8521,,,y,,,,,,,,,,
c10,B1_LR.8522,,,y,,,,,,,,,,
c10,B1_LR.8523,,,y,,,,,,,,,,
c10,B1_LR.8524,,,y,,,,,,,,,,
c10,B1_LR.8525,,,y,,,,,,,,,,
c10,B1_LR.8526,,,y,,,,,,,,,,
c10,B1_LR.8527,,,y,,,,,,,,,,
c10,B1_LR.8528,,,y,,,,,,,,,,
c10,B1_LR.8529,,,y,,,,,,,,,,
c10,B1_LR.8530,,,y,,,,,,,,,,
c10,B1_LR.8531,,,y,antisense,,,,,,,maybe split,,
c10,B1_LR.8532,,,y,antisense,,,,,,,maybe split,,
c10,B1_LR.8533,,,y,,,,,,,,,,
c10,B1_LR.8534,y,,y,,,,,,,,,,
c10,B1_LR.8535,,,y,,,,,,,,,,
c10,B1_LR.8536,,,y,,,,,,,,,,
c10,B1_LR.8537,,,y,,,,,,,,,,
c10,B1_LR.8538,,,y,,,,,,,,,,
c10,B1_LR.8539,,,y,,,,,,,,,,
c10,B1_LR.8540,,,y,,,,,,,,,,
c10,B1_LR.8541,,,y,,,,,,,,,,
c10,B1_LR.8542,,,y,,,,,,,,,,
c10,B1_LR.8543,,,y,,,,,,,,,,
c10,B1_LR.8544,y,,y,,PB.1460.1,,,,,,,no strand,
c10,,,,y,,PB.1461.1,,,,,,,missing,
c10,B1_LR.8545,,,y,,,,,,,,,,
c10,B1_LR.8546,y,,y,,PB.1463.1,,,,,,,,
c10,B1_LR.8547,y,,y,,,,,,,,,,
c10,B1_LR.8548,,,y,,,,,,,,,,
c10,B1_LR.8549,y,,y,,PB.1465.1,,,,,,,no strand,
c10,B1_LR.8550,,,y,,,,,,,,,,
c10,B1_LR.8551,,,y,,,,,,,,,,
c10,B1_LR.8552,,,y,,,,,,,,,,
c10,B1_LR.8553,,,y,,,,,,,,,,
c10,B1_LR.8554,,,y,,,,,,,,,,
c10,B1_LR.8555,,,y,,,,,,,,,,
c10,B1_LR.8556,y,,y,,,7a279d26-a33d-4446-b789-0e5f46b163c4,,,,,,no strand,
c10,B1_LR.8557,,,y,,,,,,,,,,
c10,B1_LR.8558,,,y,,,,,,,,,,
c10,B1_LR.8559,,,y,,,,,,,,,,
c10,B1_LR.8560,,,y,antisense,,,,,,,,,
c10,B1_LR.8561,,,y,,,,,,,,,,
c10,B1_LR.8562,,,y,,,,,,,,,,
c10,B1_LR.8563,,,y,,,,,,,,,,
c10,,,,y,,,2e6c5137-4888-4454-bed7-89086af4b743,,,,,,add m64069_191014_095439/57214566/ccs,
c10,B1_LR.8564,,,y,,,,,,,,,,
c10,B1_LR.8565,,,y,,,,,,,,,,
c10,B1_LR.8566,,,y,,,,,,,,,,
c10,B1_LR.8567,,,y,,,,,,,,,,
c10,B1_LR.8568,,,y,,,,,,,,,,
c10,B1_LR.8569,y,,y,,,,,,,,,,
c10,B1_LR.8570,y,,y,,,,,,,,,,
c10,B1_LR.8571,,,y,,,,,,,,,,
c10,B1_LR.8572,y,,y,,,40eb091f-f1b0-4b75-8d8f-45d2d5b88074,,,,,,no strand,
c10,B1_LR.8573,,,y,,PB.1482.3,,,,,,,add isoform,
c10,B1_LR.8574,y,,y,,,,,,,,,merge,
c10,B1_LR.8575,y,,y,,,,,,,,,merge,
c10,B1_LR.8576,,,y,,PB.1483.1,,,,,,,add isoform,
c10,B1_LR.8577,,,y,,,,,,,,,,
c10,,,,y,,PB.1486.1,,,,,,,fused,
c10,B1_LR.8578,y,,y,,"PB.1485.1, PB.1485.2, PB.1485.3, PB.1485.4",,,,,,,fusion,
c10,B1_LR.8579,y,,y,,,,,,,,,low cov,
c10,B1_LR.8580,,,y,,,,,,,,,,
c10,,,,y,,PB.1488.1,,,,,,,"missing
",
c10,B1_LR.8581,,,y,,,,,,,,,,
c10,B1_LR.8582,,,y,,,,,,,,,,
c10,B1_LR.8583,y,,y,,,,,,,,,low cov,
c10,B1_LR.8584,,,y,,,,,,,,,,
c10,B1_LR.8585,,,y,,,,,,,,,,
c10,B1_LR.8586,y,,y,,PB.1493.1,,,,,,,fusion,
c10,,,,y,,PB.1494.1,,,,,,,fused,
c10,B1_LR.8587,,,y,,,,,,,,,,
c10,B1_LR.8588,,,y,,,,,,,,,,
c10,B1_LR.8589,,,y,,,,,,,,,,
c10,B1_LR.8590,,,y,,,,,,,,probably incomplete,,
c10,B1_LR.8591,,,y,,,,,,,,,,
c10,B1_LR.8592,,,y,,,,,,,,maybe duplicate?,,
c10,B1_LR.8593,y,,y,,,a7cf130c-e1b5-4c71-98f6-70a5a2c65888,,,,,,no strand,
c10,B1_LR.8594,,,y,,,,,,,,maybe duplicate?,,
c11,B1_LR.8595,,,y,,,,,,,,split in ML2,,
c11,B1_LR.8596,y,,y,,,,,,,,,low cov,
c11,B1_LR.8597,,,y,,,,,,,,,REVERSE STRAND,
c11,B1_LR.8598,y,,y,,,51598753-ded5-4519-996e-9a4fd1beeb11,,,,,,no strand,
c11,B1_LR.8599,y,,y,,PB.1503.2,,,,,,,no strand,
c11,B1_LR.8600,,,y,,,,,,,,,,
c11,B1_LR.8601,y,,y,,PB.1504,,,,,,,better isoforms,
c11,B1_LR.8602,y,,y,,PB.1503.7,,,,,,,no strand,
c11,B1_LR.8603,,,y,,,,,,,,,,
c11,B1_LR.8604,,,y,,,,,,,,,,
c11,B1_LR.8605,,,y,,,,,,,,,,
c11,B1_LR.8606,,,y,,,,,,,,,,
c11,B1_LR.8607,,,y,,,,,,,,,,
c11,B1_LR.8608,,,y,,,,,,,,,,
c11,B1_LR.8609,,,y,,PB.1503.23,f40913f9-ac71-4fc7-b3b8-3795345b2e7e,,,,,,add isoform,
c11,B1_LR.8610,,,y,,,,,,,,,,
c11,B1_LR.8611,,,y,,,,,,,,,,
c11,B1_LR.8612,,,y,,,,,,,,,,
c11,B1_LR.8613,,,y,,,,,,,,,,
c11,B1_LR.8614,,,y,,,,,,,,,,
c11,B1_LR.8615,,,y,,,,,,,,,,
c11,,,,y,,PB.1508.2,,,,,,,first exon fusion,
c11,B1_LR.8616,y,,y,,PB.1508.10,7100489a-1a15-4839-8e34-fe4a7e678aae,,,,,,first exon fusion,
c11,B1_LR.8617,y,,y,,PB.1508.3,,,,,,,weird,
c11,B1_LR.8618,y,,y,,,,,,,,,weird,
c11,B1_LR.8619,,,y,,,,,,,,,,
c11,,,,y,,,b226bd94-8c78-4a34-ad04-fc1b7f698fa0,,,,,,first exon issue,
c11,B1_LR.8620,y,,y,,"PB.1503.62, PB.1503.63",,,,,,,first exon issue,
c11,B1_LR.8621,y,,y,,,1290a55b-540a-41ce-a4af-c000425696cb,,,,,,wrong strand,
c11,B1_LR.8622,y,,y,,PB.1509.1,,,,,,,no strand,
c11,B1_LR.8623,y,,y,,PB.1503.61,,,,,,,no strand,
c11,B1_LR.8624,,,y,,,,,,,,,,
c11,B1_LR.8625,y,,y,,PB.1511.1,,,,,,,fusion,
c11,,,,y,,PB.1512.1,,,,,,,fused,
c11,B1_LR.8626,,,y,,,,,,,,,,
c11,B1_LR.8627,,,y,,,,,,,,,,
c11,B1_LR.8628,,,y,antisense,,,,,,,,,
c11,B1_LR.8629,,,y,antisense,,,,,,,,,
c11,B1_LR.8630,y,,y,,PB.1515.1,,,,,,,no strand,
c11,B1_LR.8631,,,y,,,,,,,,,,
c11,B1_LR.8632,,,y,,,,,,,,,,
c11,B1_LR.8633,y,,y,,PB.1518.1,,,,,,,no strand,
c11,B1_LR.8634,,,y,,,,,,,,,,
c11,B1_LR.8635,,,y,,,,,,,,,,
c11,B1_LR.8636,,,y,,,,,,,,,,
c11,B1_LR.8637,,,y,antisense,,,,,,,,,
c11,B1_LR.8638,,,y,,,,,,,,,,
c11,B1_LR.8639,y,,y,,PB.1519.1,,,,,,,no strand,
c11,B1_LR.8640,,,y,,,,,,,,,,
c11,B1_LR.8641,,,y,,,,,,,,,,
c11,B1_LR.8642,,,y,antisense,,,,,,,,,
c11,B1_LR.8643,,,y,,,,,,,,,,
c11,B1_LR.8644,,,y,,,,,,,,,,
c11,B1_LR.8645,y,,y,,PB.1525.3,,,,,,,fusion,
c11,,,,y,,"PB.1525.5, PB.1525.6, PB.1525.7",,,,,,,fused,
c11,B1_LR.8646,y,,y,,"PB.1526.2, PB.1526.5, PB.1526.4",,,,,,,fusion,
c11,,,,y,,PB.1526.6,,,,,,,fused,
c11,B1_LR.8647,,,y,,,,,,,,,,
c11,B1_LR.8648,,,y,,,,,,,,,,
c11,B1_LR.8649,,,y,,,,,,,,,,
c11,B1_LR.8650,,,y,,,,,,,,,,
c11,B1_LR.8651,,,y,,,,,,,,split in ML2,,
c11,B1_LR.8652,y,,y,,,,,,,,,,
c11,B1_LR.8653,,,y,antisense,,,,,,,,,
c11,B1_LR.8654,,,y,antisense,,,,,,,,,
c11,B1_LR.8655,,,y,,,,,,,Similar to Kinesin,,,
c11,B1_LR.8656,,,y,,,,,,,,,,
c11,B1_LR.8657,,,y,,,,,,,,,,
c11,B1_LR.8658,,,y,,,,,,,,,,
c11,B1_LR.8659,y,,y,,PB.1538.1,,,,,,,no strand,
c11,B1_LR.8660,,,y,,,,,,,,,,
c11,B1_LR.8661,y,,y,,PB.1540.1,,,,,,,better isoform,
c11,B1_LR.8662,y,,y,,PB.1541.1,,,,,,,no strand,
c11,B1_LR.8663,,,y,,,,,,,,,,
c11,B1_LR.8664,,,y,,,,,,,,,,
c11,B1_LR.8665,y,,y,,PB.1543.6,,,,,,,no strand,
c11,B1_LR.8666,,,y,,,,,,,,,,
c11,B1_LR.8667,,,y,,,,,,,,,,
c11,B1_LR.8668,,,y,,,,,,,,,,
c11,B1_LR.8669,,,y,,,,,,,,,,
c11,B1_LR.8670,,,y,,,,,,,,,,
c11,B1_LR.8671,,,y,,,,,,,,,,
c11,B1_LR.8672,y,,y,,PB.1549.1,,,,,,,no strand,
c11,B1_LR.8673,,,y,,,,,,,,,,
c11,B1_LR.8674,y,,y,,PB.1550.1,,,,,,,,
c11,B1_LR.8675,y,,y,,PB.1552.1,,,,,,,no strand,
c11,B1_LR.8676,,,y,,,,,,,,,,
c11,,,,y,,"PB.1554.2, PB.1554.1",,,,,,,,
c11,B1_LR.8677,y,,y,,PB.1554.4,,,,,,,fusion,
c11,B1_LR.8678,,,y,,,,,,,,split in ML2,,
c11,B1_LR.8679,,,y,,,,,,,,,,
c11,B1_LR.8680,y,,y,,PB.1556.1,,,,,,,no strand,
c11,B1_LR.8681,,,y,,,,,,,,,,
c11,B1_LR.8682,,,y,,,,,,,,,,
c11,B1_LR.8683,y,,y,,,,,,,,,low cov,
c11,B1_LR.8684,,,y,,,,,,,,,,
c11,B1_LR.8685,,,y,,,,,,,,,,
c11,B1_LR.8686,,,y,,,,,,,,,,
c11,B1_LR.8687,,,y,antisense,,,,,,,,,
c11,B1_LR.8688,y,,y,,PB.1557.45,,,,,,,no strand,
c11,B1_LR.8689,,,y,,,,,,,,,,
c11,B1_LR.8690,y,,y,,PB.1557.47,,,,,,,no strand,
c11,B1_LR.8691,y,,y,,,,,,,,,low cov,
c11,B1_LR.8692,y,,y,,,,,,,,,low cov,
c11,B1_LR.8693,y,,y,,,,,,,,,low cov,
c11,B1_LR.8694,y,,y,,,,,,,,,low cov,
c11,B1_LR.8695,,,y,,,,,,,,,,
c11,B1_LR.8696,y,,y,antisense,PB.1561.1,,,,,,,fusion,
c11,B1_LR.8697,,,y,antisense,,,,,,,,,
c11,,,,y,,PB.1561.6,,,,,,,fused,
c11,B1_LR.8698,,,y,,,,,,,,,,
c11,B1_LR.8699,,,y,,,,,,,,,,
c11,B1_LR.8700,,,y,,,,,,,,,,
c11,B1_LR.8701,,,y,,,,,,,,,,
c11,B1_LR.8702,,,y,,,,,,,,,,
c11,B1_LR.8703,y,,y,,PB.1562.17,,,,,,,no strand,
c11,B1_LR.8704,y,,y,,PB.1562.20,,,,,,,wrong strand,
c11,,,,y,,PB.1563.1,,,,,,,missing gene,
c11,B1_LR.8705,,,y,,,,,,,,,,
c11,B1_LR.8706,,,y,,,,,,,,,,
c11,,,,y,,,b0cfc5c9-68ee-4b7c-a312-ffa1329f3922,,,,,,missing,
c11,B1_LR.8707,,,y,,,,,,,,,,
c11,,,,y,,PB.1566.2,,,,,,,fused,
c11,,,,y,,PB.1566.3,,,,,,,fused,
c11,B1_LR.8708,y,,y,,PB.1566.4,,,,,,,fusion,
c11,B1_LR.8709,y,,y,,PB.1567.1,,,,,,,wrong,
c11,B1_LR.8710,,,y,,,,,,,,,,
c11,B1_LR.8711,,,y,,,,,,,,,,
c11,B1_LR.8712,y,,y,,PB.1570.1,,,,,,,no strand,
c11,B1_LR.8713,,,y,,,,,,,,,,
c11,B1_LR.8714,,,y,,,,,,,,,,
c11,B1_LR.8715,,,y,,,,,,,,,,
c11,B1_LR.8716,,,y,,,,,,,,,,
c11,B1_LR.8717,y,,y,,,,,,,,,low cov,
c11,B1_LR.8718,,,y,,,,,,,,,,
c11,B1_LR.8719,y,,y,,PB.1577.1,,,,,,,no strand,
c11,B1_LR.8720,,,y,,,,,,,,,,
c11,B1_LR.8721,,,y,,"PB.1580.1, PB.1579.1",,,,,,,messy,
c11,B1_LR.8722,,,y,,,,,,,,,,
c11,B1_LR.8723,,,y,antisense,,,,,,,,,
c11,B1_LR.8724,,,y,sense,,,,,,,,,
c11,B1_LR.8725,y,,y,,,,,,,,,antisense shadow,
c11,B1_LR.8726,y,,y,,PB.1583.1,,,,,,,fusion,
c11,,,,y,,"PB.1584.1, PB.1584.2",,,,,,,fused,
c11,B1_LR.8727,,,y,,,,,,,,,,
c11,B1_LR.8728,y,,y,,PB.1586.1,,,,,,,fusion,
c11,,,,y,,PB.1587.1,,,,,,,fused,
c11,B1_LR.8729,,,y,,,,,,,,,,
c11,B1_LR.8730,,,y,,,,,,,,,,
c11,B1_LR.8731,y,,y,,PB.1589.3,,,,,,,,
c11,B1_LR.8732,,,y,,,,,,,,,,
c11,B1_LR.8733,,,y,,,,,,,,,,
c11,B1_LR.8734,,,y,,,,,,,,,,
c11,,,,y,,PB.1593.1,,,,,,antisense,missing,
c11,B1_LR.8735,,,y,,,,,,,,,,
c11,B1_LR.8736,y,,y,,PB.1599.4,,,,,,,no strand,
c11,B1_LR.8737,,,y,,,,,,,,,,
c11,B1_LR.8738,,,y,,,,,,,,,,
c11,B1_LR.8739,,,y,,,,,,,,,,
c11,B1_LR.8740,,,y,,,,,,,,split in ML2,,
c11,B1_LR.8741,,,y,,,,,,,,,,
c11,B1_LR.8742,,,y,,,,,,,,,,
c11,B1_LR.8743,,,y,,,,,,,,,,
c11,B1_LR.8744,,,y,,,,,,,,synteny to ML2340,,
c11,B1_LR.8745,,,y,,,,,,,,synteny to ML2340,,
c11,B1_LR.8746,,,y,,,,,,,,,,
c11,B1_LR.8747,,,y,,,,,,,,,,
c11,B1_LR.8748,y,,y,,,,,,,,,,
c11,B1_LR.8749,,,y,,,,,,,,,,
c11,,,,y,,PB.1601.56,,,,,,,missing,
c11,B1_LR.8750,,,y,,,,,,,,,,
c11,B1_LR.8751,,,y,,,,,,,,,,
c11,B1_LR.8752,y,,y,,PB.1604.2,,,,,,,first exon fusion,
c11,,,,y,,PB.1604.1,,,,,,,first exon fusion,
c11,B1_LR.8753,,,y,,,,,,,,,,
c11,B1_LR.8754,,,y,,,,,,,,,,
c11,,,,y,,PB.1604.18,,,,,,,missing gene,
c11,B1_LR.8755,,,y,,,,,,,,split in ML2,,
c11,B1_LR.8756,y,,y,,PB.1605.1,,,,,,,no strand,
c11,B1_LR.8757,y,,y,,,,,,,,,low cov,
c11,B1_LR.8758,,,y,,,,,,,,,,
c11,B1_LR.8759,y,,y,,PB.1607.1,,,,,,,"no strand
",
c11,,,,y,,PB.1608.1,,,,,,,missing,
c11,B1_LR.8760,,,y,antisense,,,,,,,,,
c11,B1_LR.8761,,,y,,,,,,,,,,
c11,B1_LR.8762,,,y,,,,,,,,,,
c11,B1_LR.8763,,,y,,,,,,,,,,
c11,B1_LR.8764,,,y,,,,,,,,,,
c11,B1_LR.8765,,,y,,,,,,,,,,
c11,B1_LR.8766,,,y,,,,,,,,split in ML2,,
c11,B1_LR.8767,,,y,,,,,,,,,,
c11,B1_LR.8768,y,,y,,PB.1618.1,,,,,,,no strand,
c11,B1_LR.8769,y,,y,,PB.1619.1,,,,,,,better isoform,
c11,B1_LR.8770,,,y,antisense,,,,,,,,,
c11,B1_LR.8771,,,y,,,,,,,,,,
c11,B1_LR.8772,,,y,,,,,,,,,,
c11,B1_LR.8773,y,,y,,PB.1616.4,,,,,,,fusion,
c11,,,,y,,PB.1622.1,,,,,,,,
c11,B1_LR.8774,y,,y,,PB.1623.1,,,,,,,no strand,
c11,B1_LR.8775,y,,y,,PB.1624.1,,,,,,,no strand,
c11,B1_LR.8776,,,y,,,,,,,,,,
c11,,,,y,,PB.1625.1,,,,,,,missing gene,
c11,B1_LR.8777,,,y,,,,,,,,,,
c11,B1_LR.8778,,,y,,,,,,,,,,
c11,,,,y,,PB.1627.1,,,,,,,missing gene,
c11,,,,y,,PB.1616.37,,,,,,,missing gene,
c11,B1_LR.8779,y,,y,,,,PBsin.1659,,,,merge,m64069_191014_095439/122684371/ccs,
c11,B1_LR.8780,y,,y,,,,,,,,merge,merge,
c11,B1_LR.8781,,,y,,,,,,,,,,
c11,B1_LR.8782,,,y,,,,,,,,,,
c11,B1_LR.8783,,,y,,,,,,,,synteny to ML0200,,
c11,,,,y,,,,,,g6311.t1,,synteny to ML0200,m64069_191014_095439/83822729/ccs,
c11,B1_LR.8784,,,y,,,,,,,,synteny to ML0200,,
c11,,,,y,,PB.1632.1,,,,,,,missing gene,
c11,B1_LR.8785,y,,y,,PB.1632.6,,,,,,,no strand,
c11,B1_LR.8786,,,y,,PB.1633.7,,,,,,,add isoform,
c11,B1_LR.8787,,,y,,,,,,,,,,
c11,B1_LR.8788,,,y,,,,,,,,"split in ML2
",,
c11,B1_LR.8789,,,y,antisense,,,,,,,,,
c11,B1_LR.8790,,,y,antisense,,,,,,,,,
c11,B1_LR.8791,,,y,,,,,,,,,,
c11,B1_LR.8792,,,y,antisense,,,,,,,,,
c11,B1_LR.8793,,,y,antisense,,,,,,,,,
c11,B1_LR.8794,,,y,,,,,,,,,,
c11,B1_LR.8795,,,y,,,,,,,,,,
c11,B1_LR.8796,,,y,,,,,,,,,,
c11,B1_LR.8797,,,y,,,,,,,,,,
