start	stop	chrom	strand	seqname	num_exons
2349151	2357320	c8	-	Hcv1.av84.c8.g261.i2	6
2349151	2357320	c8	-	Hcv1.av84.c8.g261.i3	6
2349151	2362530	c8	-	Hcv1.av84.c8.g261.i4	9
2363587	2370859	c8	-	Hcv1.av84.c8.g262.i1	10
2366179	2367005	c8	-	Hcv1.av84.c8.g263.i1	1
2371120	2383656	c8	-	Hcv1.av84.c8.g264.i1	13
2371120	2383656	c8	-	Hcv1.av84.c8.g264.i2	14
2371120	2383656	c8	-	Hcv1.av84.c8.g264.i3	15
2388105	2396778	c8	-	Hcv1.av84.c8.g265.i1	12
2388105	2396778	c8	-	Hcv1.av84.c8.g265.i2	12
2388105	2396778	c8	-	Hcv1.av84.c8.g265.i3	11
2396960	2414159	c8	-	Hcv1.av84.c8.g266.i1	25
2402029	2405340	c8	+	Hcv1.av84.c8.g267.i1	3
2414290	2415087	c8	-	Hcv1.av84.c8.g268.i1	2
2415191	2418756	c8	-	Hcv1.av84.c8.g269.i1	11
306217	306601	c8	+	Hcv1.av84.c8.g27.i1	1
2418896	2423971	c8	-	Hcv1.av84.c8.g270.i1	8
2424043	2433708	c8	-	Hcv1.av84.c8.g271.i1	10
2424043	2433708	c8	-	Hcv1.av84.c8.g271.i2	11
2434048	2435265	c8	-	Hcv1.av84.c8.g272.i1	3
2440299	2452451	c8	+	Hcv1.av84.c8.g273.i1	22
2452737	2454496	c8	+	Hcv1.av84.c8.g274.i1	1
2456857	2504020	c8	-	Hcv1.av84.c8.g275.i1	12
2469391	2470678	c8	+	Hcv1.av84.c8.g276.i1	1
2504571	2508191	c8	-	Hcv1.av84.c8.g277.i1	6
2520426	2524493	c8	-	Hcv1.av84.c8.g278.i1	5
2520426	2524493	c8	-	Hcv1.av84.c8.g278.i2	4
2529166	2546717	c8	-	Hcv1.av84.c8.g279.i1	24
308827	309799	c8	+	Hcv1.av84.c8.g28.i1	2
2548986	2569724	c8	-	Hcv1.av84.c8.g280.i1	17
2571299	2572793	c8	+	Hcv1.av84.c8.g281.i1	1
2572861	2586982	c8	+	Hcv1.av84.c8.g282.i1	10
2574891	2578338	c8	-	Hcv1.av84.c8.g283.i1	6
2587109	2587433	c8	+	Hcv1.av84.c8.g284.i1	1
2594095	2600573	c8	+	Hcv1.av84.c8.g285.i1	12
2602302	2607744	c8	+	Hcv1.av84.c8.g286.i1	4
2614166	2614704	c8	-	Hcv1.av84.c8.g287.i1	1
2615581	2617522	c8	+	Hcv1.av84.c8.g288.i1	1
2617637	2619581	c8	+	Hcv1.av84.c8.g289.i1	1
310146	310917	c8	+	Hcv1.av84.c8.g29.i1	2
2629589	2631453	c8	+	Hcv1.av84.c8.g290.i1	2
2622620	2625159	c8	-	Hcv1.av84.c8.g291.i1	1
2627069	2629507	c8	+	Hcv1.av84.c8.g292.i1	6
2631360	2647471	c8	+	Hcv1.av84.c8.g293.i1	9
2647708	2650174	c8	+	Hcv1.av84.c8.g294.i1	6
2650233	2653215	c8	+	Hcv1.av84.c8.g295.i1	7
2653259	2654713	c8	+	Hcv1.av84.c8.g296.i1	3
2655579	2665446	c8	+	Hcv1.av84.c8.g297.i1	12
2655579	2665446	c8	+	Hcv1.av84.c8.g297.i2	12
2665528	2669332	c8	+	Hcv1.av84.c8.g298.i1	11
2670389	2672639	c8	+	Hcv1.av84.c8.g299.i1	7
24856	27428	c8	-	Hcv1.av84.c8.g3.i1	5
312318	317374	c8	-	Hcv1.av84.c8.g30.i1	13
2672689	2704253	c8	+	Hcv1.av84.c8.g300.i1	14
2682324	2685574	c8	+	Hcv1.av84.c8.g301.i1	2
2709980	2743048	c8	-	Hcv1.av84.c8.g302.i1	22
2709980	2743048	c8	-	Hcv1.av84.c8.g302.i2	21
2709980	2743048	c8	-	Hcv1.av84.c8.g302.i3	23
2718732	2722668	c8	+	Hcv1.av84.c8.g303.i1	12
2718732	2722668	c8	+	Hcv1.av84.c8.g303.i2	11
2753329	2756472	c8	+	Hcv1.av84.c8.g304.i1	9
2756561	2760854	c8	-	Hcv1.av84.c8.g305.i1	10
2760948	2780539	c8	-	Hcv1.av84.c8.g306.i1	30
2760948	2780539	c8	-	Hcv1.av84.c8.g306.i2	30
2785743	2787883	c8	+	Hcv1.av84.c8.g307.i1	1
2790156	2800175	c8	+	Hcv1.av84.c8.g308.i1	11
2790156	2800175	c8	+	Hcv1.av84.c8.g308.i2	12
2802123	2805809	c8	-	Hcv1.av84.c8.g309.i1	1
320887	324697	c8	+	Hcv1.av84.c8.g31.i1	9
2807535	2811541	c8	+	Hcv1.av84.c8.g310.i1	8
2807535	2811541	c8	+	Hcv1.av84.c8.g310.i2	7
2838151	2850033	c8	-	Hcv1.av84.c8.g311.i1	5
2859981	2869530	c8	-	Hcv1.av84.c8.g312.i1	12
2859981	2869530	c8	-	Hcv1.av84.c8.g312.i2	13
2859981	2869530	c8	-	Hcv1.av84.c8.g312.i3	11
2869916	2870789	c8	-	Hcv1.av84.c8.g313.i1	2
2872172	2891522	c8	+	Hcv1.av84.c8.g314.i1	8
2894297	2895817	c8	+	Hcv1.av84.c8.g315.i1	4
2910684	2917838	c8	-	Hcv1.av84.c8.g316.i1	6
2919725	2922694	c8	-	Hcv1.av84.c8.g317.i1	7
2926637	2959245	c8	-	Hcv1.av84.c8.g318.i1	14
2927758	2959245	c8	-	Hcv1.av84.c8.g318.i2	13
2960943	2965425	c8	+	Hcv1.av84.c8.g319.i1	1
325903	339661	c8	+	Hcv1.av84.c8.g32.i1	12
2965573	2966055	c8	+	Hcv1.av84.c8.g320.i1	1
2966689	2974926	c8	+	Hcv1.av84.c8.g321.i1	7
2966689	2974926	c8	+	Hcv1.av84.c8.g321.i2	8
2975828	2981986	c8	+	Hcv1.av84.c8.g322.i1	7
2975828	2981986	c8	+	Hcv1.av84.c8.g322.i2	8
2976514	2981982	c8	+	Hcv1.av84.c8.g322.i3	6
2983805	2986686	c8	+	Hcv1.av84.c8.g323.i1	5
2994503	2997999	c8	-	Hcv1.av84.c8.g324.i1	6
2998330	3009016	c8	+	Hcv1.av84.c8.g325.i1	7
3001007	3003761	c8	+	Hcv1.av84.c8.g326.i1	1
3014701	3025740	c8	+	Hcv1.av84.c8.g327.i1	18
3026061	3036733	c8	-	Hcv1.av84.c8.g328.i1	13
3043518	3095109	c8	-	Hcv1.av84.c8.g329.i1	35
342900	345614	c8	-	Hcv1.av84.c8.g33.i1	1
3058037	3062556	c8	+	Hcv1.av84.c8.g330.i1	5
3067366	3072034	c8	-	Hcv1.av84.c8.g331.i1	3
3085393	3089659	c8	+	Hcv1.av84.c8.g332.i1	6
3085393	3089659	c8	+	Hcv1.av84.c8.g332.i2	7
3110862	3112815	c8	+	Hcv1.av84.c8.g333.i1	5
3155599	3163204	c8	+	Hcv1.av84.c8.g334.i1	7
3170218	3209685	c8	+	Hcv1.av84.c8.g335.i1	20
3205562	3207329	c8	-	Hcv1.av84.c8.g336.i1	1
3207409	3213674	c8	-	Hcv1.av84.c8.g337.i1	4
3213802	3217452	c8	-	Hcv1.av84.c8.g338.i1	4
3213802	3217446	c8	-	Hcv1.av84.c8.g338.i2	5
3217516	3218865	c8	-	Hcv1.av84.c8.g339.i1	1
346233	347499	c8	+	Hcv1.av84.c8.g34.i1	1
3218994	3220802	c8	-	Hcv1.av84.c8.g340.i1	2
3220911	3223451	c8	-	Hcv1.av84.c8.g341.i1	3
3223567	3225468	c8	-	Hcv1.av84.c8.g342.i1	1
3225907	3227049	c8	-	Hcv1.av84.c8.g343.i1	1
3227160	3228368	c8	-	Hcv1.av84.c8.g344.i1	1
3229220	3232019	c8	+	Hcv1.av84.c8.g345.i1	1
3232716	3257191	c8	+	Hcv1.av84.c8.g346.i1	14
3258730	3260913	c8	+	Hcv1.av84.c8.g347.i1	1
3261371	3267298	c8	+	Hcv1.av84.c8.g348.i1	3
3267694	3290277	c8	+	Hcv1.av84.c8.g349.i1	2
347625	349853	c8	+	Hcv1.av84.c8.g35.i1	1
3267694	3284259	c8	+	Hcv1.av84.c8.g350.i1	18
3267694	3288052	c8	+	Hcv1.av84.c8.g351.i1	2
3267694	3306844	c8	+	Hcv1.av84.c8.g352.i1	7
3306921	3338352	c8	+	Hcv1.av84.c8.g353.i1	12
3340204	3343275	c8	+	Hcv1.av84.c8.g354.i1	1
3343702	3346823	c8	+	Hcv1.av84.c8.g355.i1	4
3343702	3346823	c8	+	Hcv1.av84.c8.g355.i2	5
3356023	3364574	c8	+	Hcv1.av84.c8.g356.i1	9
3356023	3364574	c8	+	Hcv1.av84.c8.g356.i2	8
3364874	3365780	c8	+	Hcv1.av84.c8.g357.i1	1
3366011	3392959	c8	+	Hcv1.av84.c8.g358.i1	19
3366011	3392959	c8	+	Hcv1.av84.c8.g358.i2	20
3393365	3394290	c8	+	Hcv1.av84.c8.g359.i1	2
352089	357803	c8	+	Hcv1.av84.c8.g36.i1	10
352089	357403	c8	+	Hcv1.av84.c8.g36.i2	9
3429696	3433567	c8	+	Hcv1.av84.c8.g360.i1	9
3394508	3429545	c8	+	Hcv1.av84.c8.g361.i1	3
3440559	3470416	c8	-	Hcv1.av84.c8.g362.i1	35
3440559	3470416	c8	-	Hcv1.av84.c8.g362.i2	36
3444500	3449503	c8	+	Hcv1.av84.c8.g363.i1	8
3471970	3475833	c8	+	Hcv1.av84.c8.g364.i1	6
3472436	3475833	c8	+	Hcv1.av84.c8.g364.i2	5
3476656	3506841	c8	-	Hcv1.av84.c8.g365.i1	24
3495608	3506841	c8	-	Hcv1.av84.c8.g365.i2	24
3509668	3514786	c8	-	Hcv1.av84.c8.g366.i1	8
3514872	3528794	c8	-	Hcv1.av84.c8.g367.i1	15
3528889	3532621	c8	-	Hcv1.av84.c8.g368.i1	7
3532745	3534696	c8	-	Hcv1.av84.c8.g369.i1	2
358063	369212	c8	+	Hcv1.av84.c8.g37.i1	7
358063	369212	c8	+	Hcv1.av84.c8.g37.i2	8
3535664	3536280	c8	+	Hcv1.av84.c8.g370.i1	2
3547142	3552087	c8	+	Hcv1.av84.c8.g371.i1	12
3547142	3552087	c8	+	Hcv1.av84.c8.g371.i2	11
3547142	3552087	c8	+	Hcv1.av84.c8.g371.i3	10
3558553	3559900	c8	-	Hcv1.av84.c8.g372.i1	3
3560057	3560672	c8	-	Hcv1.av84.c8.g373.i1	2
3560731	3565429	c8	-	Hcv1.av84.c8.g374.i1	11
3565790	3571334	c8	-	Hcv1.av84.c8.g375.i1	6
3571389	3573853	c8	-	Hcv1.av84.c8.g376.i1	2
3573938	3574706	c8	-	Hcv1.av84.c8.g377.i1	1
3574802	3577094	c8	-	Hcv1.av84.c8.g378.i1	2
3574802	3577094	c8	-	Hcv1.av84.c8.g378.i2	2
3577150	3578314	c8	-	Hcv1.av84.c8.g379.i1	1
372150	385745	c8	-	Hcv1.av84.c8.g38.i1	10
3579435	3582673	c8	+	Hcv1.av84.c8.g380.i1	6
3579435	3582673	c8	+	Hcv1.av84.c8.g380.i2	5
3585452	3593914	c8	+	Hcv1.av84.c8.g381.i1	22
3585827	3593914	c8	+	Hcv1.av84.c8.g381.i2	22
3595945	3604321	c8	+	Hcv1.av84.c8.g382.i1	9
3595945	3604321	c8	+	Hcv1.av84.c8.g382.i2	8
3608867	3614587	c8	+	Hcv1.av84.c8.g383.i1	7
3608867	3617250	c8	+	Hcv1.av84.c8.g383.i2	8
3616756	3621336	c8	-	Hcv1.av84.c8.g384.i1	11
3616756	3621336	c8	-	Hcv1.av84.c8.g384.i2	9
3625862	3632030	c8	+	Hcv1.av84.c8.g385.i1	7
3625862	3629816	c8	+	Hcv1.av84.c8.g385.i2	8
3625862	3629816	c8	+	Hcv1.av84.c8.g385.i3	8
3625862	3632030	c8	+	Hcv1.av84.c8.g385.i4	5
3632549	3637441	c8	+	Hcv1.av84.c8.g386.i1	9
3632549	3637441	c8	+	Hcv1.av84.c8.g386.i2	9
3638180	3644329	c8	+	Hcv1.av84.c8.g387.i1	12
3647587	3650024	c8	+	Hcv1.av84.c8.g388.i1	4
3650046	3655193	c8	+	Hcv1.av84.c8.g389.i1	12
390658	392987	c8	+	Hcv1.av84.c8.g39.i1	1
3658630	3663435	c8	-	Hcv1.av84.c8.g390.i1	9
3657082	3658549	c8	-	Hcv1.av84.c8.g391.i1	5
3663550	3698766	c8	-	Hcv1.av84.c8.g392.i1	24
3672050	3676473	c8	+	Hcv1.av84.c8.g393.i1	12
3677606	3681491	c8	+	Hcv1.av84.c8.g394.i1	2
3699767	3707758	c8	-	Hcv1.av84.c8.g395.i1	14
3699767	3707758	c8	-	Hcv1.av84.c8.g395.i2	13
3710857	3717711	c8	-	Hcv1.av84.c8.g396.i1	3
3711730	3714629	c8	-	Hcv1.av84.c8.g397.i1	6
3711730	3714629	c8	-	Hcv1.av84.c8.g397.i2	7
3718090	3768659	c8	-	Hcv1.av84.c8.g398.i1	29
3750596	3752646	c8	+	Hcv1.av84.c8.g399.i1	3
35871	38827	c8	+	Hcv1.av84.c8.g4.i1	2
35871	38827	c8	+	Hcv1.av84.c8.g4.i2	2
387526	388466	c8	+	Hcv1.av84.c8.g40.i1	3
3755779	3757651	c8	+	Hcv1.av84.c8.g400.i1	4
3758583	3760546	c8	+	Hcv1.av84.c8.g401.i1	3
3765269	3766847	c8	+	Hcv1.av84.c8.g402.i1	3
3775064	3782357	c8	-	Hcv1.av84.c8.g403.i1	8
3775064	3786583	c8	-	Hcv1.av84.c8.g403.i2	8
3792089	3800360	c8	+	Hcv1.av84.c8.g404.i1	16
3792089	3800360	c8	+	Hcv1.av84.c8.g404.i2	14
3792089	3800360	c8	+	Hcv1.av84.c8.g404.i3	15
3792089	3800360	c8	+	Hcv1.av84.c8.g404.i4	14
3815348	3830259	c8	+	Hcv1.av84.c8.g405.i1	15
3818900	3830259	c8	+	Hcv1.av84.c8.g405.i2	11
3834239	3841157	c8	-	Hcv1.av84.c8.g406.i1	5
3842614	3843014	c8	+	Hcv1.av84.c8.g407.i1	1
3846406	3848051	c8	-	Hcv1.av84.c8.g408.i1	2
3850880	3854601	c8	+	Hcv1.av84.c8.g409.i1	10
3850880	3854601	c8	+	Hcv1.av84.c8.g409.i2	9
397355	398333	c8	+	Hcv1.av84.c8.g41.i1	1
3857777	3859368	c8	-	Hcv1.av84.c8.g410.i1	3
3859574	3864875	c8	-	Hcv1.av84.c8.g411.i1	5
3859574	3862651	c8	-	Hcv1.av84.c8.g411.i2	5
3859574	3864875	c8	-	Hcv1.av84.c8.g411.i3	6
3865313	3867147	c8	-	Hcv1.av84.c8.g412.i1	5
3867268	3870958	c8	-	Hcv1.av84.c8.g413.i1	9
3872132	3967863	c8	+	Hcv1.av84.c8.g414.i1	59
3878161	3882993	c8	-	Hcv1.av84.c8.g415.i1	8
3955547	3957572	c8	-	Hcv1.av84.c8.g416.i1	4
3969011	3971369	c8	+	Hcv1.av84.c8.g417.i1	5
3975862	3984285	c8	+	Hcv1.av84.c8.g418.i1	12
3975862	3984285	c8	+	Hcv1.av84.c8.g418.i2	11
3985282	3988868	c8	+	Hcv1.av84.c8.g419.i1	4
3985282	3988868	c8	+	Hcv1.av84.c8.g419.i2	5
414965	421348	c8	+	Hcv1.av84.c8.g42.i1	5
3994288	4000649	c8	-	Hcv1.av84.c8.g420.i1	14
4005157	4006105	c8	+	Hcv1.av84.c8.g421.i1	3
4006193	4007454	c8	+	Hcv1.av84.c8.g422.i1	3
4007606	4013776	c8	-	Hcv1.av84.c8.g423.i1	6
4007606	4013776	c8	-	Hcv1.av84.c8.g423.i2	7
4007606	4013776	c8	-	Hcv1.av84.c8.g423.i3	5
4007606	4013776	c8	-	Hcv1.av84.c8.g423.i4	6
4020599	4027812	c8	+	Hcv1.av84.c8.g424.i1	11
4033810	4047743	c8	-	Hcv1.av84.c8.g425.i1	7
4034057	4047736	c8	-	Hcv1.av84.c8.g425.i2	8
4029167	4033178	c8	-	Hcv1.av84.c8.g426.i1	2
4034712	4044045	c8	+	Hcv1.av84.c8.g427.i1	10
4059553	4060290	c8	-	Hcv1.av84.c8.g428.i1	1
4070165	4072729	c8	+	Hcv1.av84.c8.g429.i1	3
425227	427472	c8	-	Hcv1.av84.c8.g43.i1	3
425227	427472	c8	-	Hcv1.av84.c8.g43.i2	3
425227	427472	c8	-	Hcv1.av84.c8.g43.i3	2
425227	427472	c8	-	Hcv1.av84.c8.g43.i4	3
4072933	4080786	c8	+	Hcv1.av84.c8.g430.i1	6
4083504	4088934	c8	+	Hcv1.av84.c8.g431.i1	2
4089022	4092291	c8	+	Hcv1.av84.c8.g432.i1	2
4092379	4093926	c8	+	Hcv1.av84.c8.g433.i1	2
4094883	4099683	c8	+	Hcv1.av84.c8.g434.i1	8
4102960	4106732	c8	+	Hcv1.av84.c8.g435.i1	4
4106801	4113834	c8	+	Hcv1.av84.c8.g436.i1	5
4106801	4113834	c8	+	Hcv1.av84.c8.g436.i2	4
4122426	4124965	c8	-	Hcv1.av84.c8.g437.i1	5
4125612	4133262	c8	+	Hcv1.av84.c8.g438.i1	6
4133707	4161533	c8	-	Hcv1.av84.c8.g439.i1	15
436203	438941	c8	+	Hcv1.av84.c8.g44.i1	5
4161277	4163359	c8	+	Hcv1.av84.c8.g440.i1	1
4166487	4195747	c8	+	Hcv1.av84.c8.g441.i1	13
4198555	4200668	c8	+	Hcv1.av84.c8.g442.i1	4
4203027	4204081	c8	-	Hcv1.av84.c8.g443.i1	2
4206002	4225108	c8	+	Hcv1.av84.c8.g444.i1	21
4202174	4224797	c8	+	Hcv1.av84.c8.g444.i2	23
4227331	4230486	c8	+	Hcv1.av84.c8.g445.i1	6
4227331	4230486	c8	+	Hcv1.av84.c8.g445.i2	2
4227331	4230486	c8	+	Hcv1.av84.c8.g445.i3	5
4227331	4230486	c8	+	Hcv1.av84.c8.g445.i4	5
4238438	4252498	c8	-	Hcv1.av84.c8.g446.i1	11
4248198	4250512	c8	-	Hcv1.av84.c8.g447.i1	1
4252615	4254421	c8	-	Hcv1.av84.c8.g448.i1	1
4256219	4259569	c8	-	Hcv1.av84.c8.g449.i1	4
444959	450973	c8	+	Hcv1.av84.c8.g45.i1	12
4258859	4272125	c8	+	Hcv1.av84.c8.g450.i1	27
4258859	4260945	c8	+	Hcv1.av84.c8.g450.i2	3
4273644	4285489	c8	-	Hcv1.av84.c8.g451.i1	22
4273644	4278688	c8	-	Hcv1.av84.c8.g451.i2	9
4295070	4301964	c8	-	Hcv1.av84.c8.g452.i1	7
4295070	4301964	c8	-	Hcv1.av84.c8.g452.i2	8
4305535	4306322	c8	-	Hcv1.av84.c8.g453.i1	2
4308090	4312677	c8	+	Hcv1.av84.c8.g454.i1	2
4308090	4312677	c8	+	Hcv1.av84.c8.g454.i2	4
4319805	4321874	c8	-	Hcv1.av84.c8.g455.i1	3
4326469	4362222	c8	+	Hcv1.av84.c8.g456.i1	13
4326469	4362222	c8	+	Hcv1.av84.c8.g456.i2	12
4348204	4362222	c8	+	Hcv1.av84.c8.g456.i3	9
4338543	4345421	c8	-	Hcv1.av84.c8.g457.i1	11
4362651	4374583	c8	-	Hcv1.av84.c8.g458.i1	15
4362651	4371889	c8	-	Hcv1.av84.c8.g458.i2	15
4381762	4391713	c8	-	Hcv1.av84.c8.g459.i1	6
451208	454539	c8	-	Hcv1.av84.c8.g46.i1	10
4405521	4411371	c8	-	Hcv1.av84.c8.g460.i1	13
4405520	4411371	c8	-	Hcv1.av84.c8.g460.i2	12
4405521	4411371	c8	-	Hcv1.av84.c8.g460.i3	13
4411576	4412340	c8	-	Hcv1.av84.c8.g461.i1	3
4412442	4413323	c8	-	Hcv1.av84.c8.g462.i1	3
4413380	4415288	c8	-	Hcv1.av84.c8.g463.i1	2
4413380	4415288	c8	-	Hcv1.av84.c8.g463.i2	2
4415386	4418366	c8	-	Hcv1.av84.c8.g464.i1	6
4418490	4419639	c8	-	Hcv1.av84.c8.g465.i1	3
4419696	4430744	c8	-	Hcv1.av84.c8.g466.i1	9
4419982	4430744	c8	-	Hcv1.av84.c8.g466.i2	9
4419982	4430744	c8	-	Hcv1.av84.c8.g466.i3	9
4421260	4430744	c8	-	Hcv1.av84.c8.g466.i4	8
4421622	4430744	c8	-	Hcv1.av84.c8.g466.i5	8
4421784	4430744	c8	-	Hcv1.av84.c8.g466.i6	8
4435169	4480386	c8	+	Hcv1.av84.c8.g467.i1	73
4435169	4480386	c8	+	Hcv1.av84.c8.g467.i2	72
4480787	4487132	c8	-	Hcv1.av84.c8.g468.i1	8
4480787	4487132	c8	-	Hcv1.av84.c8.g468.i2	7
4491783	4493951	c8	+	Hcv1.av84.c8.g469.i1	1
455422	471376	c8	-	Hcv1.av84.c8.g47.i1	19
455422	471376	c8	-	Hcv1.av84.c8.g47.i2	18
455422	471376	c8	-	Hcv1.av84.c8.g47.i3	18
455422	471376	c8	-	Hcv1.av84.c8.g47.i4	19
455422	471376	c8	-	Hcv1.av84.c8.g47.i5	20
4512321	4554539	c8	+	Hcv1.av84.c8.g470.i1	39
4534135	4537568	c8	-	Hcv1.av84.c8.g471.i1	8
4539723	4540970	c8	-	Hcv1.av84.c8.g472.i1	3
4554611	4558370	c8	+	Hcv1.av84.c8.g473.i1	6
4554611	4558370	c8	+	Hcv1.av84.c8.g473.i2	7
4560633	4590750	c8	-	Hcv1.av84.c8.g474.i1	17
4560633	4590750	c8	-	Hcv1.av84.c8.g474.i2	16
4560633	4590750	c8	-	Hcv1.av84.c8.g474.i3	17
4568565	4586195	c8	+	Hcv1.av84.c8.g475.i1	4
4569520	4586225	c8	+	Hcv1.av84.c8.g475.i2	5
4597015	4606835	c8	+	Hcv1.av84.c8.g476.i1	13
4597015	4608126	c8	+	Hcv1.av84.c8.g476.i2	14
4597015	4609350	c8	+	Hcv1.av84.c8.g476.i3	12
4597015	4609610	c8	+	Hcv1.av84.c8.g476.i4	12
4623299	4624920	c8	-	Hcv1.av84.c8.g477.i1	2
4616979	4623241	c8	-	Hcv1.av84.c8.g478.i1	8
4609813	4616905	c8	-	Hcv1.av84.c8.g479.i1	14
474068	483515	c8	+	Hcv1.av84.c8.g48.i1	8
474068	483612	c8	+	Hcv1.av84.c8.g48.i2	9
4625212	4640729	c8	-	Hcv1.av84.c8.g480.i1	9
4625212	4640729	c8	-	Hcv1.av84.c8.g480.i2	8
4647552	4651042	c8	+	Hcv1.av84.c8.g481.i1	8
4652335	4653551	c8	-	Hcv1.av84.c8.g482.i1	4
4658138	4660552	c8	+	Hcv1.av84.c8.g483.i1	4
4661954	4748548	c8	-	Hcv1.av84.c8.g484.i1	13
4691731	4693267	c8	+	Hcv1.av84.c8.g485.i1	2
4693339	4694504	c8	+	Hcv1.av84.c8.g486.i1	1
4694573	4703298	c8	+	Hcv1.av84.c8.g487.i1	10
4703239	4705775	c8	-	Hcv1.av84.c8.g488.i1	2
4694653	4699096	c8	-	Hcv1.av84.c8.g489.i1	14
484095	486034	c8	-	Hcv1.av84.c8.g49.i1	4
4706116	4713213	c8	+	Hcv1.av84.c8.g490.i1	8
4706116	4713213	c8	+	Hcv1.av84.c8.g490.i2	8
4713615	4717333	c8	-	Hcv1.av84.c8.g491.i1	8
4713615	4717333	c8	-	Hcv1.av84.c8.g491.i2	8
4719404	4748548	c8	-	Hcv1.av84.c8.g492.i1	17
4732592	4748787	c8	-	Hcv1.av84.c8.g493.i1	15
4749169	4758139	c8	-	Hcv1.av84.c8.g494.i1	11
4759129	4767115	c8	+	Hcv1.av84.c8.g495.i1	6
4767840	4769780	c8	-	Hcv1.av84.c8.g496.i1	1
4770470	4777091	c8	-	Hcv1.av84.c8.g497.i1	8
4777257	4787066	c8	+	Hcv1.av84.c8.g498.i1	15
4793252	4796777	c8	+	Hcv1.av84.c8.g499.i1	8
40201	61858	c8	+	Hcv1.av84.c8.g5.i1	20
40201	61858	c8	+	Hcv1.av84.c8.g5.i2	21
40201	61858	c8	+	Hcv1.av84.c8.g5.i3	23
40201	61858	c8	+	Hcv1.av84.c8.g5.i4	24
498847	513290	c8	-	Hcv1.av84.c8.g50.i1	26
4804162	4836821	c8	-	Hcv1.av84.c8.g500.i1	72
4804162	4836821	c8	-	Hcv1.av84.c8.g500.i2	34
4845927	4861269	c8	+	Hcv1.av84.c8.g501.i1	21
4845927	4861269	c8	+	Hcv1.av84.c8.g501.i2	22
4864550	4869669	c8	+	Hcv1.av84.c8.g502.i1	6
4869906	4905770	c8	-	Hcv1.av84.c8.g503.i1	47
4886592	4889251	c8	+	Hcv1.av84.c8.g504.i1	7
4897628	4899456	c8	+	Hcv1.av84.c8.g505.i1	2
4910758	4917593	c8	-	Hcv1.av84.c8.g506.i1	21
4915655	4921382	c8	+	Hcv1.av84.c8.g507.i1	8
4917669	4919711	c8	+	Hcv1.av84.c8.g508.i1	1
4927076	4931536	c8	-	Hcv1.av84.c8.g509.i1	6
513364	516010	c8	-	Hcv1.av84.c8.g51.i1	3
513364	516010	c8	-	Hcv1.av84.c8.g51.i2	2
513364	516010	c8	-	Hcv1.av84.c8.g51.i3	4
4932125	4937435	c8	-	Hcv1.av84.c8.g510.i1	4
4932125	4937435	c8	-	Hcv1.av84.c8.g510.i2	4
4932125	4937435	c8	-	Hcv1.av84.c8.g510.i3	3
4937712	4945330	c8	+	Hcv1.av84.c8.g511.i1	2
4939373	4945330	c8	+	Hcv1.av84.c8.g511.i2	2
4941642	4945330	c8	+	Hcv1.av84.c8.g511.i3	2
4948478	4951179	c8	-	Hcv1.av84.c8.g512.i1	9
4951334	4952114	c8	-	Hcv1.av84.c8.g513.i1	2
4952191	4956223	c8	-	Hcv1.av84.c8.g514.i1	2
4952191	4959912	c8	-	Hcv1.av84.c8.g514.i2	6
4960079	4961711	c8	-	Hcv1.av84.c8.g515.i1	4
4962068	4966320	c8	-	Hcv1.av84.c8.g516.i1	6
4962068	4966320	c8	-	Hcv1.av84.c8.g516.i2	5
4966983	4970797	c8	-	Hcv1.av84.c8.g517.i1	7
4973718	4987774	c8	-	Hcv1.av84.c8.g518.i1	27
4988018	4992737	c8	-	Hcv1.av84.c8.g519.i1	3
516281	518649	c8	-	Hcv1.av84.c8.g52.i1	1
4995862	4997523	c8	+	Hcv1.av84.c8.g520.i1	2
5006515	5022532	c8	-	Hcv1.av84.c8.g521.i1	3
5006515	5013884	c8	-	Hcv1.av84.c8.g521.i2	3
5006515	5015032	c8	-	Hcv1.av84.c8.g521.i3	3
5027363	5029767	c8	-	Hcv1.av84.c8.g522.i1	5
5039248	5041864	c8	-	Hcv1.av84.c8.g523.i1	5
5063316	5077835	c8	-	Hcv1.av84.c8.g524.i1	4
5063316	5084473	c8	-	Hcv1.av84.c8.g524.i2	5
5063316	5083448	c8	-	Hcv1.av84.c8.g524.i3	5
5063316	5074491	c8	-	Hcv1.av84.c8.g524.i4	4
5094772	5105031	c8	-	Hcv1.av84.c8.g525.i1	10
5094772	5124040	c8	-	Hcv1.av84.c8.g525.i2	15
5094772	5124040	c8	-	Hcv1.av84.c8.g525.i3	15
5126849	5134307	c8	+	Hcv1.av84.c8.g526.i1	9
5134651	5142050	c8	+	Hcv1.av84.c8.g527.i1	10
5142851	5146564	c8	+	Hcv1.av84.c8.g528.i1	8
5142851	5146564	c8	+	Hcv1.av84.c8.g528.i2	7
5147037	5152555	c8	+	Hcv1.av84.c8.g529.i1	8
5147287	5152754	c8	+	Hcv1.av84.c8.g529.i2	8
524727	528396	c8	+	Hcv1.av84.c8.g53.i1	5
526298	528396	c8	+	Hcv1.av84.c8.g53.i2	5
5152781	5161404	c8	-	Hcv1.av84.c8.g530.i1	13
5161536	5165846	c8	-	Hcv1.av84.c8.g531.i1	7
5183230	5185064	c8	-	Hcv1.av84.c8.g532.i1	3
5190525	5198259	c8	-	Hcv1.av84.c8.g533.i1	7
